INDEX, action count,go_forward(go),go_forward(could not go),turn right,turn left, suck up,  cleaned cell(0)
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 1 1 
Index: 72
0 0 1 1 1 1 1 1 1 1 
0 0 0 0 0 0 1 1 1 1 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 1 0 0 
0 0 1 0 0 1 0 1 0 1 
0 1 1 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 73
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 1 0 0 1 0 0 
0 1 0 1 1 1 0 0 0 0 
0 0 0 1 1 0 0 0 0 1 
0 0 0 0 0 0 1 0 0 0 
0 0 1 0 0 0 1 1 1 0 
0 0 0 0 0 1 1 0 1 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 74
1 1 0 0 0 0 0 0 0 0 
0 1 1 1 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 1 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 1 1 0 
Index: 75
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 1 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 1 1 0 0 0 1 0 0 1 
1 1 0 1 1 0 1 1 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 76
0 0 0 0 0 1 0 0 0 0 
1 0 0 0 1 0 0 0 0 0 
0 1 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 0 1 
0 0 0 0 0 0 1 1 1 1 
0 0 0 1 0 0 1 1 1 1 
Index: 77
0 1 0 1 0 1 0 1 1 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 1 0 1 1 1 
0 0 0 0 0 1 1 0 1 1 
0 0 0 0 0 0 0 0 0 1 
0 0 1 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 78
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 1 1 1 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
Index: 79
0 1 0 0 0 1 0 0 1 0 
0 1 0 0 0 0 1 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 1 0 0 1 1 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 0 0 0 
Index: 80
0 0 0 0 0 0 0 0 1 1 
0 0 1 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 1 1 1 1 1 1 1 
0 0 0 1 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 81
1 0 0 0 0 1 1 1 1 1 
1 0 0 0 0 1 1 1 1 1 
0 0 0 0 0 0 1 0 1 1 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 1 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 0 0 1 
Index: 82
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 1 1 0 0 
0 0 1 0 1 0 0 0 0 0 
0 1 0 1 1 0 1 0 0 0 
0 0 1 0 1 1 1 0 0 0 
Index: 83
0 0 0 0 1 1 1 1 1 1 
0 0 0 0 1 1 0 1 1 1 
1 0 0 0 0 1 0 1 1 1 
0 0 0 0 0 1 1 1 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 1 
0 1 0 0 0 0 0 0 0 1 
Index: 84
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
1 1 0 1 1 0 0 0 0 0 
1 0 0 0 0 0 0 1 0 1 
1 0 1 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 85
0 0 1 0 0 0 0 0 1 1 
0 1 0 0 0 0 0 1 1 1 
0 1 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 1 1 1 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 1 1 0 0 
0 0 1 0 0 0 0 0 0 1 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 86
1 0 0 1 1 0 0 0 1 0 
1 0 0 1 1 1 0 0 0 0 
1 1 0 0 0 1 0 0 0 0 
1 0 0 1 0 0 1 1 1 1 
1 1 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 1 
0 0 1 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 87
1 1 1 1 1 0 0 0 1 0 
1 0 1 0 0 0 0 0 1 0 
1 1 1 0 0 0 0 0 0 0 
1 0 0 0 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
Index: 88
1 0 0 1 0 0 0 0 0 0 
1 1 0 1 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 1 0 1 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 1 1 0 0 
0 0 0 1 0 0 1 0 0 0 
0 1 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 89
0 0 1 0 0 0 1 0 0 0 
0 0 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 1 0 0 0 0 
0 0 0 1 0 1 1 0 0 0 
0 0 1 0 0 0 1 0 0 0 
Index: 90
1 1 1 1 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 1 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 
0 0 1 0 0 0 1 0 0 0 
1 1 0 0 0 1 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 
1 1 1 1 0 0 0 1 0 0 
0 1 1 1 0 0 0 0 0 0 
Index: 91
0 0 0 1 0 0 0 0 0 0 
0 1 1 1 0 0 0 0 0 1 
0 1 1 1 0 0 1 0 0 0 
0 0 0 1 0 0 1 0 0 0 
0 0 0 1 1 1 0 0 1 0 
1 0 1 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 1 0 1 0 
0 0 0 0 0 0 0 0 0 0 
Index: 92
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 1 1 0 1 1 0 0 0 
0 0 1 1 1 1 1 0 1 0 
Index: 93
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 1 0 
0 0 0 0 0 1 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 1 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 1 0 0 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 1 0 0 0 0 1 
Index: 94
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 1 1 0 1 
0 0 0 0 0 0 1 1 1 1 
0 1 0 1 1 1 1 1 1 1 
0 1 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 0 0 1 
Index: 95
0 0 1 1 0 0 0 0 0 0 
0 0 1 1 1 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 1 1 1 1 1 0 1 0 
0 0 0 0 0 0 0 1 0 0 
0 1 1 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 
Index: 96
0 0 1 0 0 0 0 0 0 0 
1 0 0 1 0 0 0 0 0 1 
1 1 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 1 1 1 1 
0 0 0 0 0 0 0 0 0 1 
Index: 97
1 1 1 1 0 0 0 1 1 1 
1 1 1 0 0 0 0 0 1 1 
0 1 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 1 0 1 1 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 1 1 
Index: 98
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
1 1 1 1 0 0 0 1 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 1 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 1 0 0 0 0 0 
Index: 99
0 0 0 0 0 1 1 1 1 1 
0 0 0 0 0 0 1 1 1 1 
0 0 0 0 0 0 1 1 1 1 
0 0 0 0 0 1 1 1 1 1 
0 0 0 1 1 1 1 1 0 0 
0 1 0 0 1 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 100
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 1 0 1 1 
0 0 0 0 0 0 1 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
Index: 101
0 0 1 1 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 1 0 0 0 0 0 
1 1 0 0 0 0 0 0 1 0 
1 1 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 1 1 1 0 0 0 0 0 0 
1 0 0 0 1 0 0 0 0 0 
Index: 102
0 0 0 1 0 1 0 1 0 0 
1 0 0 1 1 1 1 1 1 0 
0 0 0 0 0 1 1 0 0 0 
0 1 0 0 0 1 0 0 0 0 
0 0 0 1 1 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 1 1 
Index: 103
0 1 0 0 0 1 1 1 1 0 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 1 1 1 0 1 1 
0 0 1 1 1 0 1 0 1 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 1 0 0 0 0 0 0 
0 0 0 1 1 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 104
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
1 1 1 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 1 0 
1 0 1 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 0 0 
Index: 105
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 
0 1 1 0 1 0 0 0 0 0 
0 1 0 0 1 1 0 0 0 1 
0 0 0 0 1 0 0 0 1 1 
0 0 0 0 0 0 1 1 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
Index: 106
1 1 1 1 0 0 0 1 0 0 
1 1 1 0 0 0 0 0 0 0 
1 1 1 1 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 1 0 0 1 0 0 0 0 0 
0 1 0 1 1 1 0 0 0 0 
1 1 0 0 1 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
Index: 107
1 0 1 0 1 1 1 1 0 1 
1 0 0 1 0 1 1 0 0 1 
0 0 0 0 0 0 1 0 0 1 
0 0 0 1 0 0 1 0 0 1 
1 1 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 108
1 0 0 0 0 0 1 1 0 1 
1 0 0 0 0 1 0 0 0 1 
1 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 1 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 1 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 1 0 
0 0 0 0 1 0 0 0 0 0 
Index: 109
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 1 1 1 0 1 1 
0 0 0 1 0 0 0 0 1 1 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 1 0 0 1 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 
Index: 110
1 1 0 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
0 0 1 0 1 0 1 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 1 1 1 0 0 0 0 
0 0 0 0 0 1 0 0 1 0 
0 0 0 1 0 1 0 0 0 0 
Index: 111
1 1 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 
1 1 1 1 0 1 0 0 0 0 
1 0 1 1 1 1 0 0 1 0 
1 1 1 1 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 112
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 1 0 0 
0 1 0 0 1 0 0 1 0 0 
0 1 0 0 1 0 0 1 0 0 
1 1 1 0 0 1 0 1 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 113
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
1 0 0 1 0 0 1 1 0 0 
0 0 0 0 1 0 1 1 1 1 
0 0 0 0 1 0 1 1 1 1 
Index: 114
1 1 1 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
1 1 1 1 1 0 1 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 1 0 1 0 1 1 0 0 0 
1 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 1 1 1 1 0 
Index: 115
0 0 1 1 1 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 1 0 0 1 1 
0 0 0 0 1 1 1 0 1 1 
Index: 116
0 0 0 0 0 0 1 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 1 1 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 1 
1 1 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
Index: 117
0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 0 
0 0 0 0 1 0 1 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 1 0 1 0 1 0 0 
0 0 0 0 1 1 0 0 0 0 
Index: 118
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
1 1 0 0 0 0 1 0 0 0 
0 1 1 1 1 0 0 0 0 0 
0 0 0 0 0 0 1 1 1 1 
0 0 0 1 0 0 0 0 1 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 119
0 0 0 0 0 1 1 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 1 0 1 1 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
Index: 120
0 0 0 0 0 1 0 1 1 1 
0 0 0 1 0 0 0 1 1 1 
0 0 0 1 1 1 1 1 1 1 
0 0 0 1 1 1 1 0 1 1 
1 0 0 0 1 0 0 1 0 0 
1 0 0 1 0 0 1 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 121
0 0 0 0 0 0 0 0 0 0 
1 0 1 0 1 1 0 0 1 0 
0 0 0 0 1 0 0 1 0 0 
0 0 0 0 0 0 1 1 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 
Index: 122
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 1 0 0 0 0 
0 0 0 0 1 0 0 0 1 0 
0 1 0 0 0 0 1 0 0 0 
0 1 0 1 1 0 0 0 0 0 
0 0 0 1 1 1 0 0 0 0 
0 0 0 0 1 0 0 1 1 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 1 0 0 0 0 0 1 
Index: 123
0 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 1 0 0 0 
0 0 0 1 0 1 1 1 0 0 
0 0 0 0 0 1 1 1 1 0 
0 0 0 0 0 1 1 1 0 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 1 1 1 
Index: 124
0 0 0 0 1 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 0 0 0 
Index: 125
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 1 1 0 0 1 0 1 
0 0 0 0 0 0 1 1 0 1 
0 0 0 0 0 0 0 0 1 1 
Index: 126
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 1 0 0 1 0 1 
0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 
0 1 1 1 1 1 0 0 0 0 
Index: 127
0 0 0 1 0 0 0 0 0 0 
1 0 0 1 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 1 
0 0 0 1 0 1 1 1 1 1 
0 0 0 1 0 1 0 1 1 1 
0 0 1 1 0 1 1 1 1 1 
Index: 128
0 0 0 0 1 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 1 0 0 0 0 0 
0 1 1 0 0 0 1 0 0 0 
0 1 1 0 0 0 0 0 0 0 
1 1 0 0 1 1 0 0 0 0 
0 0 1 1 1 1 0 0 0 0 
0 0 0 1 1 0 1 0 0 0 
Index: 129
0 1 0 0 0 0 1 1 1 1 
0 0 0 0 1 1 0 1 1 1 
0 0 0 0 0 1 1 1 1 1 
0 0 0 0 0 1 1 0 1 0 
0 0 0 0 0 1 1 1 1 1 
0 0 1 0 0 1 1 1 1 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
Index: 130
0 0 0 0 0 1 0 0 0 1 
1 1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 1 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 131
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 1 1 1 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 1 0 1 0 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 1 1 0 
Index: 132
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 1 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 1 0 0 0 0 0 0 1 
0 0 0 0 0 0 1 0 1 1 
Index: 133
1 1 1 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 
0 0 1 1 0 0 0 0 0 0 
0 0 1 1 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 0 0 0 
Index: 134
0 0 1 1 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 
0 1 1 1 1 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 1 0 0 0 1 0 0 
1 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
Index: 135
1 1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 1 0 
0 0 1 1 1 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 136
0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 1 0 0 0 1 
0 0 0 0 0 0 0 1 1 1 
