INDEX, action count,go_forward(go),go_forward(could not go),turn right,turn left, suck up,  cleaned cell(0)
1 1 0 0 0 0 0 0 0 0 
Index: 201
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 1 1 0 0 0 
0 1 0 0 1 0 0 0 1 0 
0 0 0 0 1 0 1 0 0 1 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 1 1 0 
0 1 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 1 1 1 1 
0 0 0 0 0 0 0 0 0 0 
Index: 202
0 0 0 0 1 0 1 0 0 0 
0 0 0 1 0 1 1 0 0 0 
0 1 0 0 0 1 1 0 0 0 
1 0 0 0 0 1 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
1 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 1 0 0 0 0 
Index: 203
1 1 1 1 1 1 1 1 1 1 
0 0 0 1 0 0 0 1 1 1 
0 0 0 0 0 0 0 0 1 1 
1 1 0 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 1 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 204
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 1 1 0 0 
0 0 0 1 0 0 0 0 1 0 
0 0 0 1 0 0 0 1 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 1 0 0 1 1 1 
0 0 0 0 0 0 0 0 1 1 
Index: 205
1 1 0 0 1 1 1 1 0 1 
1 1 0 0 0 0 1 0 0 0 
0 1 0 0 0 1 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 1 0 0 1 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
Index: 206
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 1 1 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 1 1 0 1 0 0 
0 0 0 0 1 0 0 0 1 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 1 1 
0 0 0 0 0 0 1 0 0 0 
Index: 207
0 1 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 1 
1 1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 1 0 1 1 1 1 
0 0 0 0 0 0 1 1 1 1 
Index: 208
1 1 1 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 1 1 
1 0 1 0 1 0 0 0 0 0 
0 0 0 1 1 1 0 0 0 0 
0 0 0 1 1 0 0 1 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 209
1 1 1 1 1 1 1 1 0 1 
1 1 1 1 1 1 1 0 1 1 
0 0 0 0 0 1 1 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
Index: 210
1 0 0 0 1 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
0 1 1 0 1 0 0 1 1 1 
Index: 211
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 1 0 0 0 0 0 0 1 
0 0 0 0 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 1 1 1 
Index: 212
0 1 1 1 0 1 1 1 0 0 
0 0 1 0 0 1 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 1 0 0 1 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 213
0 0 0 0 0 1 1 1 1 1 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 1 0 1 1 0 0 0 0 0 
0 0 0 1 0 0 0 0 1 0 
0 1 1 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 1 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 214
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 1 
1 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 1 0 
0 0 1 0 0 0 1 0 1 0 
0 0 0 0 0 1 1 0 1 1 
0 0 0 0 0 1 0 0 0 1 
0 0 0 0 0 1 1 0 1 0 
Index: 215
1 0 0 0 1 1 1 1 1 1 
1 0 0 0 0 1 0 1 1 0 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 0 0 0 
0 1 0 1 1 0 0 0 1 0 
0 1 1 1 0 0 0 1 1 1 
0 1 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
Index: 216
1 0 0 0 0 0 0 1 0 0 
1 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
1 0 0 1 0 1 0 0 0 0 
1 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 1 0 0 0 0 
0 0 1 0 0 0 1 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 217
0 0 1 0 0 0 0 0 0 0 
0 0 1 1 1 0 0 0 0 0 
1 1 0 1 1 0 0 0 0 0 
0 0 0 1 0 0 0 1 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 1 0 0 0 0 0 
Index: 218
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 1 1 0 0 
0 0 0 1 0 0 1 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 1 1 1 0 0 0 
0 0 0 0 0 0 0 0 1 1 
Index: 219
1 0 0 0 0 1 0 0 0 0 
0 0 1 1 1 0 0 0 0 1 
0 0 1 1 0 0 0 0 1 1 
0 0 0 1 0 0 0 1 1 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 1 0 0 1 
0 0 0 0 1 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 220
0 0 0 0 0 1 0 0 1 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 1 1 0 0 0 1 0 1 0 
1 1 1 1 0 1 0 0 0 0 
0 1 1 1 1 1 0 0 0 0 
Index: 221
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 
1 0 1 0 0 0 1 1 0 0 
0 1 1 0 0 0 1 0 0 0 
1 0 1 1 1 1 1 1 0 0 
1 1 1 1 1 1 1 1 1 1 
0 1 1 1 1 1 1 1 1 1 
0 0 1 1 1 1 1 1 1 1 
Index: 222
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 1 0 0 0 0 1 0 0 0 
0 1 1 0 0 0 0 0 0 0 
1 0 0 0 0 0 1 0 0 0 
1 1 1 1 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 1 
1 1 1 0 0 1 0 1 0 0 
1 1 0 0 0 0 0 1 0 1 
1 0 0 0 0 1 0 1 0 0 
Index: 223
0 0 0 0 1 1 1 1 1 1 
0 0 0 0 0 1 1 1 1 1 
0 0 0 0 0 0 1 1 1 1 
1 0 0 0 0 0 1 1 1 1 
0 0 0 0 0 1 0 0 0 1 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 224
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 1 1 0 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 1 1 1 1 0 0 0 
0 0 1 1 1 1 0 0 0 0 
0 1 1 0 1 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
Index: 225
1 1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 1 0 1 0 
0 1 0 1 1 0 1 0 1 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 1 1 0 0 0 0 1 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 1 0 1 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 1 1 
Index: 226
0 0 1 0 0 0 0 0 0 0 
1 0 0 1 1 0 0 0 0 0 
0 0 0 1 1 1 1 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 0 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 1 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
Index: 227
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 1 0 1 0 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 1 1 0 0 1 1 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 1 1 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 1 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
Index: 228
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 1 0 0 1 0 1 0 1 
0 0 0 1 1 0 0 1 0 1 
0 0 0 0 0 1 1 1 1 1 
0 0 0 0 1 0 0 0 0 1 
0 0 1 0 1 0 0 1 0 0 
Index: 229
0 0 0 0 0 1 0 0 1 1 
0 1 0 0 1 1 0 1 1 1 
1 0 1 0 0 0 0 0 1 0 
1 1 1 0 0 0 0 1 1 1 
1 1 1 0 1 1 0 1 1 0 
1 0 0 0 0 0 0 0 1 0 
1 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 230
1 0 0 0 1 1 1 0 0 0 
0 0 0 0 0 1 0 0 0 1 
0 0 0 0 0 0 0 1 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 1 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 231
1 1 1 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 1 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
Index: 232
0 1 1 1 1 1 1 1 1 1 
0 0 0 0 0 0 1 0 1 1 
0 0 0 0 0 0 0 1 1 0 
0 0 1 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
Index: 233
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 1 0 0 1 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 1 1 0 0 1 
0 0 0 0 0 1 0 0 0 1 
0 0 0 0 1 0 0 0 1 0 
0 0 0 0 0 1 0 0 1 0 
0 0 0 0 0 1 1 1 1 0 
0 0 0 0 1 1 1 0 1 0 
0 1 0 0 0 0 1 0 1 1 
Index: 234
1 1 1 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 0 0 0 0 1 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 1 0 1 1 0 0 
0 0 0 0 0 0 0 1 0 1 
0 1 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 235
0 0 0 0 0 1 0 0 0 0 
0 0 1 0 1 0 0 0 0 0 
0 0 1 1 0 1 0 0 1 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 1 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 1 1 0 0 
0 0 0 0 0 0 1 1 1 1 
Index: 236
0 0 0 0 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 1 0 0 0 0 1 0 0 
0 1 0 0 0 0 0 0 0 1 
0 0 0 0 1 1 0 0 1 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 1 0 0 1 0 
0 0 1 0 1 1 0 1 0 0 
0 0 0 0 1 0 0 0 0 0 
Index: 237
0 0 0 0 0 0 0 0 0 0 
0 1 1 0 1 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 1 0 0 0 
0 0 0 1 1 0 0 0 0 1 
0 0 0 1 1 1 1 0 0 0 
0 0 0 1 1 0 1 0 0 0 
0 0 0 0 0 1 1 0 0 0 
Index: 238
1 1 1 1 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
0 1 1 1 0 0 1 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 1 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 239
0 0 0 0 0 1 0 1 0 1 
0 1 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 1 0 0 1 0 
0 0 0 0 0 1 0 1 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 1 0 0 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
Index: 240
0 0 0 0 0 0 1 1 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 1 0 0 1 0 0 1 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 1 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 241
1 1 0 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 
0 1 0 0 1 1 1 1 1 1 
0 0 0 0 1 0 0 0 1 1 
0 0 0 1 0 1 1 0 1 1 
0 0 0 0 0 1 1 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 242
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
1 0 1 0 0 0 1 1 0 0 
1 0 1 1 1 1 1 0 0 0 
0 0 0 1 1 0 0 1 0 0 
0 0 0 0 1 0 0 1 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 243
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 1 1 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 1 0 0 1 
0 0 0 0 0 0 0 0 0 1 
Index: 244
0 0 0 1 1 1 1 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 1 1 0 1 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 1 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 1 0 1 1 1 
Index: 245
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 1 1 0 1 
1 1 1 0 1 0 0 1 1 0 
1 1 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 246
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
1 0 0 0 0 1 1 0 0 0 
1 1 0 1 0 0 1 0 0 0 
0 1 0 0 0 1 1 0 0 1 
0 1 0 1 1 0 0 1 0 0 
0 1 0 1 0 0 0 0 0 0 
0 1 0 1 0 1 0 0 0 0 
0 1 0 0 1 1 0 0 0 0 
Index: 247
0 1 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 1 1 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 1 0 0 0 0 
1 1 1 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 1 0 0 
0 0 1 0 0 0 1 1 0 0 
Index: 248
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 1 1 
0 0 0 0 0 1 1 0 1 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 1 1 1 0 0 0 0 0 1 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 1 0 1 0 0 0 
Index: 249
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 1 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
Index: 250
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 1 0 0 1 0 
0 0 1 0 0 1 0 0 0 0 
0 0 0 0 1 1 0 0 0 1 
0 0 0 0 1 0 1 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 1 0 0 0 1 1 0 
1 1 0 1 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 1 
Index: 251
0 0 1 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 1 0 1 0 
0 0 0 0 0 0 1 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 252
1 1 1 1 0 0 0 0 0 0 
1 1 1 1 0 0 0 0 0 0 
1 1 1 1 1 1 0 0 0 0 
1 1 1 1 1 1 1 0 0 0 
1 1 1 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 1 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
Index: 253
1 1 1 0 0 0 0 0 0 0 
1 1 1 0 1 0 0 0 0 0 
1 1 1 1 1 0 0 0 0 0 
1 1 1 1 0 0 0 0 0 0 
1 1 1 1 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 1 1 1 
Index: 254
1 0 0 1 1 1 0 0 0 0 
1 0 1 1 1 1 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 1 0 1 1 0 1 0 
0 0 0 1 1 1 1 1 1 1 
0 0 0 0 0 1 1 1 1 0 
0 0 0 0 0 0 1 1 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 255
0 0 1 0 0 1 0 0 0 0 
0 1 0 0 1 0 0 0 0 0 
0 1 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 
0 1 1 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 1 0 
0 0 1 1 1 0 0 1 0 0 
Index: 256
0 1 1 1 1 1 1 1 1 1 
0 1 1 1 1 1 1 1 1 1 
0 0 0 1 0 1 1 0 1 1 
0 1 0 0 0 1 1 1 1 0 
0 0 1 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
Index: 257
0 0 1 0 0 1 0 0 1 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 1 1 1 1 
0 0 0 0 0 1 1 1 1 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 1 0 0 1 1 0 
0 0 0 0 1 1 0 1 0 0 
Index: 258
0 0 0 0 0 0 0 1 1 1 
0 0 0 1 0 0 0 1 1 0 
0 0 0 1 0 1 1 1 0 0 
0 0 1 1 0 1 0 0 1 1 
0 0 0 1 0 0 0 1 1 1 
0 1 1 0 1 0 1 1 1 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 259
0 0 0 0 0 0 0 0 1 1 
0 0 0 1 0 0 0 0 1 1 
0 0 1 1 1 0 0 0 0 1 
0 1 0 0 1 1 0 0 1 1 
0 1 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 1 1 1 
Index: 260
0 0 1 1 1 0 0 0 0 0 
0 0 1 1 0 0 0 0 0 0 
0 1 1 0 0 0 1 0 0 0 
0 1 1 0 0 0 1 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 1 1 1 0 
1 1 0 0 0 1 0 1 0 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 1 
Index: 261
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 1 0 0 0 1 1 
0 0 0 0 0 1 1 0 1 1 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 1 1 1 1 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 1 0 1 1 1 1 
0 0 0 0 0 0 1 1 1 1 
Index: 262
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 1 0 0 
0 0 1 1 0 1 0 0 0 0 
0 0 0 1 1 0 0 0 0 0 
0 0 0 1 1 0 1 1 0 0 
1 0 0 0 0 0 1 1 1 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 1 1 1 0 0 0 
Index: 263
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 1 0 1 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 1 0 1 1 1 0 0 
0 0 0 0 0 1 1 0 0 0 
0 1 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 1 0 0 1 
1 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 
Index: 264
0 1 0 0 0 1 1 0 0 0 
1 0 0 0 1 0 0 1 1 0 
1 0 0 0 1 1 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
1 0 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 265
1 1 1 1 1 0 0 0 0 1 
1 1 0 0 0 0 0 0 0 0 
1 1 1 0 1 0 1 0 0 0 
0 0 0 0 1 1 1 0 1 0 
